id,input_path,encoded_path,ranking
10000,BigDataCup2022/S1/test/input/10000.jpg,BigDataCup2022/S1/test/enc/10000.jpg,8093
10001,BigDataCup2022/S1/test/input/10001.jpg,BigDataCup2022/S1/test/enc/10001.jpg,8135
10002,BigDataCup2022/S1/test/input/10002.jpg,BigDataCup2022/S1/test/enc/10002.jpg,8612
10003,BigDataCup2022/S1/test/input/10003.jpg,BigDataCup2022/S1/test/enc/10003.jpg,9381
10004,BigDataCup2022/S1/test/input/10004.jpg,BigDataCup2022/S1/test/enc/10004.jpg,3533
10005,BigDataCup2022/S1/test/input/10005.jpg,BigDataCup2022/S1/test/enc/10005.jpg,5131
10006,BigDataCup2022/S1/test/input/10006.jpg,BigDataCup2022/S1/test/enc/10006.jpg,5402
10007,BigDataCup2022/S1/test/input/10007.jpg,BigDataCup2022/S1/test/enc/10007.jpg,6540
10008,BigDataCup2022/S1/test/input/10008.jpg,BigDataCup2022/S1/test/enc/10008.jpg,5113
10009,BigDataCup2022/S1/test/input/10009.jpg,BigDataCup2022/S1/test/enc/10009.jpg,9270
10010,BigDataCup2022/S1/test/input/10010.jpg,BigDataCup2022/S1/test/enc/10010.jpg,7384
10011,BigDataCup2022/S1/test/input/10011.jpg,BigDataCup2022/S1/test/enc/10011.jpg,5192
10012,BigDataCup2022/S1/test/input/10012.jpg,BigDataCup2022/S1/test/enc/10012.jpg,5341
10013,BigDataCup2022/S1/test/input/10013.jpg,BigDataCup2022/S1/test/enc/10013.jpg,4834
10014,BigDataCup2022/S1/test/input/10014.jpg,BigDataCup2022/S1/test/enc/10014.jpg,4682
10015,BigDataCup2022/S1/test/input/10015.jpg,BigDataCup2022/S1/test/enc/10015.jpg,3477
10016,BigDataCup2022/S1/test/input/10016.jpg,BigDataCup2022/S1/test/enc/10016.jpg,1470
10017,BigDataCup2022/S1/test/input/10017.jpg,BigDataCup2022/S1/test/enc/10017.jpg,4997
10018,BigDataCup2022/S1/test/input/10018.jpg,BigDataCup2022/S1/test/enc/10018.jpg,1795
10019,BigDataCup2022/S1/test/input/10019.jpg,BigDataCup2022/S1/test/enc/10019.jpg,5618
10020,BigDataCup2022/S1/test/input/10020.jpg,BigDataCup2022/S1/test/enc/10020.jpg,5516
10021,BigDataCup2022/S1/test/input/10021.jpg,BigDataCup2022/S1/test/enc/10021.jpg,2385
10022,BigDataCup2022/S1/test/input/10022.jpg,BigDataCup2022/S1/test/enc/10022.jpg,7487
10023,BigDataCup2022/S1/test/input/10023.jpg,BigDataCup2022/S1/test/enc/10023.jpg,9568
10024,BigDataCup2022/S1/test/input/10024.jpg,BigDataCup2022/S1/test/enc/10024.jpg,3236
10025,BigDataCup2022/S1/test/input/10025.jpg,BigDataCup2022/S1/test/enc/10025.jpg,4032
10026,BigDataCup2022/S1/test/input/10026.jpg,BigDataCup2022/S1/test/enc/10026.jpg,4792
10027,BigDataCup2022/S1/test/input/10027.jpg,BigDataCup2022/S1/test/enc/10027.jpg,5914
10028,BigDataCup2022/S1/test/input/10028.jpg,BigDataCup2022/S1/test/enc/10028.jpg,1955
10029,BigDataCup2022/S1/test/input/10029.jpg,BigDataCup2022/S1/test/enc/10029.jpg,9401
10030,BigDataCup2022/S1/test/input/10030.jpg,BigDataCup2022/S1/test/enc/10030.jpg,8899
10031,BigDataCup2022/S1/test/input/10031.jpg,BigDataCup2022/S1/test/enc/10031.jpg,2371
10032,BigDataCup2022/S1/test/input/10032.jpg,BigDataCup2022/S1/test/enc/10032.jpg,7727
10033,BigDataCup2022/S1/test/input/10033.jpg,BigDataCup2022/S1/test/enc/10033.jpg,9070
10034,BigDataCup2022/S1/test/input/10034.jpg,BigDataCup2022/S1/test/enc/10034.jpg,4530
10035,BigDataCup2022/S1/test/input/10035.jpg,BigDataCup2022/S1/test/enc/10035.jpg,4302
