id,input_path,encoded_path,ranking
10000,BigDataCup2022/S1/test/input/10000.jpg,BigDataCup2022/S1/test/enc/10000.jpg,7687
10001,BigDataCup2022/S1/test/input/10001.jpg,BigDataCup2022/S1/test/enc/10001.jpg,8004
10002,BigDataCup2022/S1/test/input/10002.jpg,BigDataCup2022/S1/test/enc/10002.jpg,9171
10003,BigDataCup2022/S1/test/input/10003.jpg,BigDataCup2022/S1/test/enc/10003.jpg,9268
10004,BigDataCup2022/S1/test/input/10004.jpg,BigDataCup2022/S1/test/enc/10004.jpg,3450
10005,BigDataCup2022/S1/test/input/10005.jpg,BigDataCup2022/S1/test/enc/10005.jpg,5105
10006,BigDataCup2022/S1/test/input/10006.jpg,BigDataCup2022/S1/test/enc/10006.jpg,5399
10007,BigDataCup2022/S1/test/input/10007.jpg,BigDataCup2022/S1/test/enc/10007.jpg,5931
10008,BigDataCup2022/S1/test/input/10008.jpg,BigDataCup2022/S1/test/enc/10008.jpg,4701
10009,BigDataCup2022/S1/test/input/10009.jpg,BigDataCup2022/S1/test/enc/10009.jpg,9383
10010,BigDataCup2022/S1/test/input/10010.jpg,BigDataCup2022/S1/test/enc/10010.jpg,7852
10011,BigDataCup2022/S1/test/input/10011.jpg,BigDataCup2022/S1/test/enc/10011.jpg,5156
10012,BigDataCup2022/S1/test/input/10012.jpg,BigDataCup2022/S1/test/enc/10012.jpg,5566
10013,BigDataCup2022/S1/test/input/10013.jpg,BigDataCup2022/S1/test/enc/10013.jpg,3838
10014,BigDataCup2022/S1/test/input/10014.jpg,BigDataCup2022/S1/test/enc/10014.jpg,2519
10015,BigDataCup2022/S1/test/input/10015.jpg,BigDataCup2022/S1/test/enc/10015.jpg,1546
10016,BigDataCup2022/S1/test/input/10016.jpg,BigDataCup2022/S1/test/enc/10016.jpg,1928
10017,BigDataCup2022/S1/test/input/10017.jpg,BigDataCup2022/S1/test/enc/10017.jpg,5033
10018,BigDataCup2022/S1/test/input/10018.jpg,BigDataCup2022/S1/test/enc/10018.jpg,2224
10019,BigDataCup2022/S1/test/input/10019.jpg,BigDataCup2022/S1/test/enc/10019.jpg,5559
10020,BigDataCup2022/S1/test/input/10020.jpg,BigDataCup2022/S1/test/enc/10020.jpg,5561
10021,BigDataCup2022/S1/test/input/10021.jpg,BigDataCup2022/S1/test/enc/10021.jpg,2544
10022,BigDataCup2022/S1/test/input/10022.jpg,BigDataCup2022/S1/test/enc/10022.jpg,6607
10023,BigDataCup2022/S1/test/input/10023.jpg,BigDataCup2022/S1/test/enc/10023.jpg,9181
10024,BigDataCup2022/S1/test/input/10024.jpg,BigDataCup2022/S1/test/enc/10024.jpg,2416
10025,BigDataCup2022/S1/test/input/10025.jpg,BigDataCup2022/S1/test/enc/10025.jpg,1421
10026,BigDataCup2022/S1/test/input/10026.jpg,BigDataCup2022/S1/test/enc/10026.jpg,3492
10027,BigDataCup2022/S1/test/input/10027.jpg,BigDataCup2022/S1/test/enc/10027.jpg,7696
10028,BigDataCup2022/S1/test/input/10028.jpg,BigDataCup2022/S1/test/enc/10028.jpg,1670
10029,BigDataCup2022/S1/test/input/10029.jpg,BigDataCup2022/S1/test/enc/10029.jpg,9706
10030,BigDataCup2022/S1/test/input/10030.jpg,BigDataCup2022/S1/test/enc/10030.jpg,6236
10031,BigDataCup2022/S1/test/input/10031.jpg,BigDataCup2022/S1/test/enc/10031.jpg,3249
10032,BigDataCup2022/S1/test/input/10032.jpg,BigDataCup2022/S1/test/enc/10032.jpg,8935
10033,BigDataCup2022/S1/test/input/10033.jpg,BigDataCup2022/S1/test/enc/10033.jpg,8979
10034,BigDataCup2022/S1/test/input/10034.jpg,BigDataCup2022/S1/test/enc/10034.jpg,3234
10035,BigDataCup2022/S1/test/input/10035.jpg,BigDataCup2022/S1/test/enc/10035.jpg,2879
10036,BigDataCup2022/S1/test/input/10036.jpg,BigDataCup2022/S1/test/enc/10036.jpg,8804
10037,BigDataCup2022/S1/test/input/10037.jpg,BigDataCup2022/S1/test/enc/10037.jpg,2643
10038,BigDataCup2022/S1/test/input/10038.jpg,BigDataCup2022/S1/test/enc/10038.jpg,9954
10039,BigDataCup2022/S1/test/input/10039.jpg,BigDataCup2022/S1/test/enc/10039.jpg,1115
10040,BigDataCup2022/S1/test/input/10040.jpg,BigDataCup2022/S1/test/enc/10040.jpg,4556
10041,BigDataCup2022/S1/test/input/10041.jpg,BigDataCup2022/S1/test/enc/10041.jpg,2776
10042,BigDataCup2022/S1/test/input/10042.jpg,BigDataCup2022/S1/test/enc/10042.jpg,1072
