id,input_path,encoded_path,ranking
10000,BigDataCup2022/S1/test/input/10000.jpg,BigDataCup2022/S1/test/enc/10000.jpg,8472
10001,BigDataCup2022/S1/test/input/10001.jpg,BigDataCup2022/S1/test/enc/10001.jpg,8897
10002,BigDataCup2022/S1/test/input/10002.jpg,BigDataCup2022/S1/test/enc/10002.jpg,9217
10003,BigDataCup2022/S1/test/input/10003.jpg,BigDataCup2022/S1/test/enc/10003.jpg,9201
10004,BigDataCup2022/S1/test/input/10004.jpg,BigDataCup2022/S1/test/enc/10004.jpg,649
10005,BigDataCup2022/S1/test/input/10005.jpg,BigDataCup2022/S1/test/enc/10005.jpg,5082
10006,BigDataCup2022/S1/test/input/10006.jpg,BigDataCup2022/S1/test/enc/10006.jpg,5302
10007,BigDataCup2022/S1/test/input/10007.jpg,BigDataCup2022/S1/test/enc/10007.jpg,6089
10008,BigDataCup2022/S1/test/input/10008.jpg,BigDataCup2022/S1/test/enc/10008.jpg,5169
10009,BigDataCup2022/S1/test/input/10009.jpg,BigDataCup2022/S1/test/enc/10009.jpg,8686
10010,BigDataCup2022/S1/test/input/10010.jpg,BigDataCup2022/S1/test/enc/10010.jpg,7178
10011,BigDataCup2022/S1/test/input/10011.jpg,BigDataCup2022/S1/test/enc/10011.jpg,5146
10012,BigDataCup2022/S1/test/input/10012.jpg,BigDataCup2022/S1/test/enc/10012.jpg,5159
10013,BigDataCup2022/S1/test/input/10013.jpg,BigDataCup2022/S1/test/enc/10013.jpg,1477
10014,BigDataCup2022/S1/test/input/10014.jpg,BigDataCup2022/S1/test/enc/10014.jpg,4503
10015,BigDataCup2022/S1/test/input/10015.jpg,BigDataCup2022/S1/test/enc/10015.jpg,2929
10016,BigDataCup2022/S1/test/input/10016.jpg,BigDataCup2022/S1/test/enc/10016.jpg,1635
10017,BigDataCup2022/S1/test/input/10017.jpg,BigDataCup2022/S1/test/enc/10017.jpg,5178
10018,BigDataCup2022/S1/test/input/10018.jpg,BigDataCup2022/S1/test/enc/10018.jpg,2539
10019,BigDataCup2022/S1/test/input/10019.jpg,BigDataCup2022/S1/test/enc/10019.jpg,5670
10020,BigDataCup2022/S1/test/input/10020.jpg,BigDataCup2022/S1/test/enc/10020.jpg,5777
10021,BigDataCup2022/S1/test/input/10021.jpg,BigDataCup2022/S1/test/enc/10021.jpg,886
10022,BigDataCup2022/S1/test/input/10022.jpg,BigDataCup2022/S1/test/enc/10022.jpg,7799
10023,BigDataCup2022/S1/test/input/10023.jpg,BigDataCup2022/S1/test/enc/10023.jpg,9830
10024,BigDataCup2022/S1/test/input/10024.jpg,BigDataCup2022/S1/test/enc/10024.jpg,3662
10025,BigDataCup2022/S1/test/input/10025.jpg,BigDataCup2022/S1/test/enc/10025.jpg,2160
10026,BigDataCup2022/S1/test/input/10026.jpg,BigDataCup2022/S1/test/enc/10026.jpg,4105
10027,BigDataCup2022/S1/test/input/10027.jpg,BigDataCup2022/S1/test/enc/10027.jpg,6020
10028,BigDataCup2022/S1/test/input/10028.jpg,BigDataCup2022/S1/test/enc/10028.jpg,1555
10029,BigDataCup2022/S1/test/input/10029.jpg,BigDataCup2022/S1/test/enc/10029.jpg,8647
10030,BigDataCup2022/S1/test/input/10030.jpg,BigDataCup2022/S1/test/enc/10030.jpg,6385
10031,BigDataCup2022/S1/test/input/10031.jpg,BigDataCup2022/S1/test/enc/10031.jpg,929
10032,BigDataCup2022/S1/test/input/10032.jpg,BigDataCup2022/S1/test/enc/10032.jpg,9114
10033,BigDataCup2022/S1/test/input/10033.jpg,BigDataCup2022/S1/test/enc/10033.jpg,9077
10034,BigDataCup2022/S1/test/input/10034.jpg,BigDataCup2022/S1/test/enc/10034.jpg,2043
10035,BigDataCup2022/S1/test/input/10035.jpg,BigDataCup2022/S1/test/enc/10035.jpg,3429
10036,BigDataCup2022/S1/test/input/10036.jpg,BigDataCup2022/S1/test/enc/10036.jpg,7611
10037,BigDataCup2022/S1/test/input/10037.jpg,BigDataCup2022/S1/test/enc/10037.jpg,4443
10038,BigDataCup2022/S1/test/input/10038.jpg,BigDataCup2022/S1/test/enc/10038.jpg,7132
10039,BigDataCup2022/S1/test/input/10039.jpg,BigDataCup2022/S1/test/enc/10039.jpg,33
10040,BigDataCup2022/S1/test/input/10040.jpg,BigDataCup2022/S1/test/enc/10040.jpg,1973
10041,BigDataCup2022/S1/test/input/10041.jpg,BigDataCup2022/S1/test/enc/10041.jpg,1137
10042,BigDataCup2022/S1/test/input/10042.jpg,BigDataCup2022/S1/test/enc/10042.jpg,94
10043,BigDataCup2022/S1/test/input/10043.jpg,BigDataCup2022/S1/test/enc/10043.jpg,4403
10044,BigDataCup2022/S1/test/input/10044.jpg,BigDataCup2022/S1/test/enc/10044.jpg,7860
10045,BigDataCup2022/S1/test/input/10045.jpg,BigDataCup2022/S1/test/enc/10045.jpg,1046
10046,BigDataCup2022/S1/test/input/10046.jpg,BigDataCup2022/S1/test/enc/10046.jpg,4536
10047,BigDataCup2022/S1/test/input/10047.jpg,BigDataCup2022/S1/test/enc/10047.jpg,2706
10048,BigDataCup2022/S1/test/input/10048.jpg,BigDataCup2022/S1/test/enc/10048.jpg,800
10049,BigDataCup2022/S1/test/input/10049.jpg,BigDataCup2022/S1/test/enc/10049.jpg,5809
10050,BigDataCup2022/S1/test/input/10050.jpg,BigDataCup2022/S1/test/enc/10050.jpg,611
10051,BigDataCup2022/S1/test/input/10051.jpg,BigDataCup2022/S1/test/enc/10051.jpg,9802
10052,BigDataCup2022/S1/test/input/10052.jpg,BigDataCup2022/S1/test/enc/10052.jpg,9594
10053,BigDataCup2022/S1/test/input/10053.jpg,BigDataCup2022/S1/test/enc/10053.jpg,9676
10054,BigDataCup2022/S1/test/input/10054.jpg,BigDataCup2022/S1/test/enc/10054.jpg,7547
10055,BigDataCup2022/S1/test/input/10055.jpg,BigDataCup2022/S1/test/enc/10055.jpg,7708
10056,BigDataCup2022/S1/test/input/10056.jpg,BigDataCup2022/S1/test/enc/10056.jpg,4428
10057,BigDataCup2022/S1/test/input/10057.jpg,BigDataCup2022/S1/test/enc/10057.jpg,2309
10058,BigDataCup2022/S1/test/input/10058.jpg,BigDataCup2022/S1/test/enc/10058.jpg,7687
10059,BigDataCup2022/S1/test/input/10059.jpg,BigDataCup2022/S1/test/enc/10059.jpg,9289
10060,BigDataCup2022/S1/test/input/10060.jpg,BigDataCup2022/S1/test/enc/10060.jpg,2910
10061,BigDataCup2022/S1/test/input/10061.jpg,BigDataCup2022/S1/test/enc/10061.jpg,6056
10062,BigDataCup2022/S1/test/input/10062.jpg,BigDataCup2022/S1/test/enc/10062.jpg,2997
10063,BigDataCup2022/S1/test/input/10063.jpg,BigDataCup2022/S1/test/enc/10063.jpg,8093
10064,BigDataCup2022/S1/test/input/10064.jpg,BigDataCup2022/S1/test/enc/10064.jpg,8540
10065,BigDataCup2022/S1/test/input/10065.jpg,BigDataCup2022/S1/test/enc/10065.jpg,8359
10066,BigDataCup2022/S1/test/input/10066.jpg,BigDataCup2022/S1/test/enc/10066.jpg,8893
10067,BigDataCup2022/S1/test/input/10067.jpg,BigDataCup2022/S1/test/enc/10067.jpg,9808
10068,BigDataCup2022/S1/test/input/10068.jpg,BigDataCup2022/S1/test/enc/10068.jpg,3123
10069,BigDataCup2022/S1/test/input/10069.jpg,BigDataCup2022/S1/test/enc/10069.jpg,7735
10070,BigDataCup2022/S1/test/input/10070.jpg,BigDataCup2022/S1/test/enc/10070.jpg,6292
10071,BigDataCup2022/S1/test/input/10071.jpg,BigDataCup2022/S1/test/enc/10071.jpg,6568
10072,BigDataCup2022/S1/test/input/10072.jpg,BigDataCup2022/S1/test/enc/10072.jpg,8034
10073,BigDataCup2022/S1/test/input/10073.jpg,BigDataCup2022/S1/test/enc/10073.jpg,5833
10074,BigDataCup2022/S1/test/input/10074.jpg,BigDataCup2022/S1/test/enc/10074.jpg,2633
10075,BigDataCup2022/S1/test/input/10075.jpg,BigDataCup2022/S1/test/enc/10075.jpg,5546
10076,BigDataCup2022/S1/test/input/10076.jpg,BigDataCup2022/S1/test/enc/10076.jpg,8431
10077,BigDataCup2022/S1/test/input/10077.jpg,BigDataCup2022/S1/test/enc/10077.jpg,2317
10078,BigDataCup2022/S1/test/input/10078.jpg,BigDataCup2022/S1/test/enc/10078.jpg,3286
10079,BigDataCup2022/S1/test/input/10079.jpg,BigDataCup2022/S1/test/enc/10079.jpg,3083
10080,BigDataCup2022/S1/test/input/10080.jpg,BigDataCup2022/S1/test/enc/10080.jpg,5011
10081,BigDataCup2022/S1/test/input/10081.jpg,BigDataCup2022/S1/test/enc/10081.jpg,4353
10082,BigDataCup2022/S1/test/input/10082.jpg,BigDataCup2022/S1/test/enc/10082.jpg,4334
10083,BigDataCup2022/S1/test/input/10083.jpg,BigDataCup2022/S1/test/enc/10083.jpg,1261
10084,BigDataCup2022/S1/test/input/10084.jpg,BigDataCup2022/S1/test/enc/10084.jpg,2598
10085,BigDataCup2022/S1/test/input/10085.jpg,BigDataCup2022/S1/test/enc/10085.jpg,4441
10086,BigDataCup2022/S1/test/input/10086.jpg,BigDataCup2022/S1/test/enc/10086.jpg,1558
10087,BigDataCup2022/S1/test/input/10087.jpg,BigDataCup2022/S1/test/enc/10087.jpg,9608
10088,BigDataCup2022/S1/test/input/10088.jpg,BigDataCup2022/S1/test/enc/10088.jpg,2925
10089,BigDataCup2022/S1/test/input/10089.jpg,BigDataCup2022/S1/test/enc/10089.jpg,3287
10090,BigDataCup2022/S1/test/input/10090.jpg,BigDataCup2022/S1/test/enc/10090.jpg,349
10091,BigDataCup2022/S1/test/input/10091.jpg,BigDataCup2022/S1/test/enc/10091.jpg,5402
10092,BigDataCup2022/S1/test/input/10092.jpg,BigDataCup2022/S1/test/enc/10092.jpg,1017
10093,BigDataCup2022/S1/test/input/10093.jpg,BigDataCup2022/S1/test/enc/10093.jpg,5008
10094,BigDataCup2022/S1/test/input/10094.jpg,BigDataCup2022/S1/test/enc/10094.jpg,7597
10095,BigDataCup2022/S1/test/input/10095.jpg,BigDataCup2022/S1/test/enc/10095.jpg,3803
10096,BigDataCup2022/S1/test/input/10096.jpg,BigDataCup2022/S1/test/enc/10096.jpg,5680
10097,BigDataCup2022/S1/test/input/10097.jpg,BigDataCup2022/S1/test/enc/10097.jpg,9994
10098,BigDataCup2022/S1/test/input/10098.jpg,BigDataCup2022/S1/test/enc/10098.jpg,7565
10099,BigDataCup2022/S1/test/input/10099.jpg,BigDataCup2022/S1/test/enc/10099.jpg,5032
10100,BigDataCup2022/S1/test/input/10100.jpg,BigDataCup2022/S1/test/enc/10100.jpg,482
10101,BigDataCup2022/S1/test/input/10101.jpg,BigDataCup2022/S1/test/enc/10101.jpg,4783
10102,BigDataCup2022/S1/test/input/10102.jpg,BigDataCup2022/S1/test/enc/10102.jpg,8595
10103,BigDataCup2022/S1/test/input/10103.jpg,BigDataCup2022/S1/test/enc/10103.jpg,3099
10104,BigDataCup2022/S1/test/input/10104.jpg,BigDataCup2022/S1/test/enc/10104.jpg,2637
10105,BigDataCup2022/S1/test/input/10105.jpg,BigDataCup2022/S1/test/enc/10105.jpg,4439
10106,BigDataCup2022/S1/test/input/10106.jpg,BigDataCup2022/S1/test/enc/10106.jpg,4286
10107,BigDataCup2022/S1/test/input/10107.jpg,BigDataCup2022/S1/test/enc/10107.jpg,3634
