id,input_path,encoded_path,discrimination
30000,BigDataCup2022/S2/test/input/30000.jpg,BigDataCup2022/S2/test/enc/30000.jpg,0
30001,BigDataCup2022/S2/test/input/30001.jpg,BigDataCup2022/S2/test/enc/30001.jpg,1
30002,BigDataCup2022/S2/test/input/30002.jpg,BigDataCup2022/S2/test/enc/30002.jpg,1
30003,BigDataCup2022/S2/test/input/30003.jpg,BigDataCup2022/S2/test/enc/30003.jpg,0
30004,BigDataCup2022/S2/test/input/30004.jpg,BigDataCup2022/S2/test/enc/30004.jpg,1
30005,BigDataCup2022/S2/test/input/30005.jpg,BigDataCup2022/S2/test/enc/30005.jpg,1
30006,BigDataCup2022/S2/test/input/30006.jpg,BigDataCup2022/S2/test/enc/30006.jpg,0
30007,BigDataCup2022/S2/test/input/30007.jpg,BigDataCup2022/S2/test/enc/30007.jpg,0
30008,BigDataCup2022/S2/test/input/30008.jpg,BigDataCup2022/S2/test/enc/30008.jpg,0
30009,BigDataCup2022/S2/test/input/30009.jpg,BigDataCup2022/S2/test/enc/30009.jpg,1
30010,BigDataCup2022/S2/test/input/30010.jpg,BigDataCup2022/S2/test/enc/30010.jpg,0
30011,BigDataCup2022/S2/test/input/30011.jpg,BigDataCup2022/S2/test/enc/30011.jpg,1
30012,BigDataCup2022/S2/test/input/30012.jpg,BigDataCup2022/S2/test/enc/30012.jpg,1
30013,BigDataCup2022/S2/test/input/30013.jpg,BigDataCup2022/S2/test/enc/30013.jpg,1
30014,BigDataCup2022/S2/test/input/30014.jpg,BigDataCup2022/S2/test/enc/30014.jpg,1
30015,BigDataCup2022/S2/test/input/30015.jpg,BigDataCup2022/S2/test/enc/30015.jpg,1
30016,BigDataCup2022/S2/test/input/30016.jpg,BigDataCup2022/S2/test/enc/30016.jpg,0
30017,BigDataCup2022/S2/test/input/30017.jpg,BigDataCup2022/S2/test/enc/30017.jpg,0
30018,BigDataCup2022/S2/test/input/30018.jpg,BigDataCup2022/S2/test/enc/30018.jpg,1
30019,BigDataCup2022/S2/test/input/30019.jpg,BigDataCup2022/S2/test/enc/30019.jpg,1
30020,BigDataCup2022/S2/test/input/30020.jpg,BigDataCup2022/S2/test/enc/30020.jpg,0
30021,BigDataCup2022/S2/test/input/30021.jpg,BigDataCup2022/S2/test/enc/30021.jpg,0
30022,BigDataCup2022/S2/test/input/30022.jpg,BigDataCup2022/S2/test/enc/30022.jpg,0
30023,BigDataCup2022/S2/test/input/30023.jpg,BigDataCup2022/S2/test/enc/30023.jpg,0
30024,BigDataCup2022/S2/test/input/30024.jpg,BigDataCup2022/S2/test/enc/30024.jpg,1
30025,BigDataCup2022/S2/test/input/30025.jpg,BigDataCup2022/S2/test/enc/30025.jpg,0
30026,BigDataCup2022/S2/test/input/30026.jpg,BigDataCup2022/S2/test/enc/30026.jpg,1
30027,BigDataCup2022/S2/test/input/30027.jpg,BigDataCup2022/S2/test/enc/30027.jpg,0
30028,BigDataCup2022/S2/test/input/30028.jpg,BigDataCup2022/S2/test/enc/30028.jpg,1
30029,BigDataCup2022/S2/test/input/30029.jpg,BigDataCup2022/S2/test/enc/30029.jpg,0
30030,BigDataCup2022/S2/test/input/30030.jpg,BigDataCup2022/S2/test/enc/30030.jpg,0
30031,BigDataCup2022/S2/test/input/30031.jpg,BigDataCup2022/S2/test/enc/30031.jpg,0
30032,BigDataCup2022/S2/test/input/30032.jpg,BigDataCup2022/S2/test/enc/30032.jpg,0
30033,BigDataCup2022/S2/test/input/30033.jpg,BigDataCup2022/S2/test/enc/30033.jpg,1
30034,BigDataCup2022/S2/test/input/30034.jpg,BigDataCup2022/S2/test/enc/30034.jpg,0
30035,BigDataCup2022/S2/test/input/30035.jpg,BigDataCup2022/S2/test/enc/30035.jpg,0
30036,BigDataCup2022/S2/test/input/30036.jpg,BigDataCup2022/S2/test/enc/30036.jpg,1
30037,BigDataCup2022/S2/test/input/30037.jpg,BigDataCup2022/S2/test/enc/30037.jpg,0
30038,BigDataCup2022/S2/test/input/30038.jpg,BigDataCup2022/S2/test/enc/30038.jpg,1
30039,BigDataCup2022/S2/test/input/30039.jpg,BigDataCup2022/S2/test/enc/30039.jpg,0
30040,BigDataCup2022/S2/test/input/30040.jpg,BigDataCup2022/S2/test/enc/30040.jpg,1
30041,BigDataCup2022/S2/test/input/30041.jpg,BigDataCup2022/S2/test/enc/30041.jpg,1
30042,BigDataCup2022/S2/test/input/30042.jpg,BigDataCup2022/S2/test/enc/30042.jpg,1
30043,BigDataCup2022/S2/test/input/30043.jpg,BigDataCup2022/S2/test/enc/30043.jpg,1
30044,BigDataCup2022/S2/test/input/30044.jpg,BigDataCup2022/S2/test/enc/30044.jpg,0
30045,BigDataCup2022/S2/test/input/30045.jpg,BigDataCup2022/S2/test/enc/30045.jpg,0
30046,BigDataCup2022/S2/test/input/30046.jpg,BigDataCup2022/S2/test/enc/30046.jpg,0
30047,BigDataCup2022/S2/test/input/30047.jpg,BigDataCup2022/S2/test/enc/30047.jpg,0
30048,BigDataCup2022/S2/test/input/30048.jpg,BigDataCup2022/S2/test/enc/30048.jpg,0
30049,BigDataCup2022/S2/test/input/30049.jpg,BigDataCup2022/S2/test/enc/30049.jpg,0
30050,BigDataCup2022/S2/test/input/30050.jpg,BigDataCup2022/S2/test/enc/30050.jpg,1
30051,BigDataCup2022/S2/test/input/30051.jpg,BigDataCup2022/S2/test/enc/30051.jpg,0
30052,BigDataCup2022/S2/test/input/30052.jpg,BigDataCup2022/S2/test/enc/30052.jpg,0
30053,BigDataCup2022/S2/test/input/30053.jpg,BigDataCup2022/S2/test/enc/30053.jpg,1
30054,BigDataCup2022/S2/test/input/30054.jpg,BigDataCup2022/S2/test/enc/30054.jpg,0
30055,BigDataCup2022/S2/test/input/30055.jpg,BigDataCup2022/S2/test/enc/30055.jpg,0
30056,BigDataCup2022/S2/test/input/30056.jpg,BigDataCup2022/S2/test/enc/30056.jpg,0
30057,BigDataCup2022/S2/test/input/30057.jpg,BigDataCup2022/S2/test/enc/30057.jpg,1
30058,BigDataCup2022/S2/test/input/30058.jpg,BigDataCup2022/S2/test/enc/30058.jpg,1
30059,BigDataCup2022/S2/test/input/30059.jpg,BigDataCup2022/S2/test/enc/30059.jpg,0
30060,BigDataCup2022/S2/test/input/30060.jpg,BigDataCup2022/S2/test/enc/30060.jpg,1
30061,BigDataCup2022/S2/test/input/30061.jpg,BigDataCup2022/S2/test/enc/30061.jpg,1
30062,BigDataCup2022/S2/test/input/30062.jpg,BigDataCup2022/S2/test/enc/30062.jpg,0
30063,BigDataCup2022/S2/test/input/30063.jpg,BigDataCup2022/S2/test/enc/30063.jpg,1
30064,BigDataCup2022/S2/test/input/30064.jpg,BigDataCup2022/S2/test/enc/30064.jpg,1
30065,BigDataCup2022/S2/test/input/30065.jpg,BigDataCup2022/S2/test/enc/30065.jpg,1
30066,BigDataCup2022/S2/test/input/30066.jpg,BigDataCup2022/S2/test/enc/30066.jpg,1
30067,BigDataCup2022/S2/test/input/30067.jpg,BigDataCup2022/S2/test/enc/30067.jpg,0
30068,BigDataCup2022/S2/test/input/30068.jpg,BigDataCup2022/S2/test/enc/30068.jpg,1
30069,BigDataCup2022/S2/test/input/30069.jpg,BigDataCup2022/S2/test/enc/30069.jpg,0
30070,BigDataCup2022/S2/test/input/30070.jpg,BigDataCup2022/S2/test/enc/30070.jpg,1
30071,BigDataCup2022/S2/test/input/30071.jpg,BigDataCup2022/S2/test/enc/30071.jpg,0
30072,BigDataCup2022/S2/test/input/30072.jpg,BigDataCup2022/S2/test/enc/30072.jpg,0
30073,BigDataCup2022/S2/test/input/30073.jpg,BigDataCup2022/S2/test/enc/30073.jpg,1
30074,BigDataCup2022/S2/test/input/30074.jpg,BigDataCup2022/S2/test/enc/30074.jpg,1
30075,BigDataCup2022/S2/test/input/30075.jpg,BigDataCup2022/S2/test/enc/30075.jpg,0
30076,BigDataCup2022/S2/test/input/30076.jpg,BigDataCup2022/S2/test/enc/30076.jpg,0
30077,BigDataCup2022/S2/test/input/30077.jpg,BigDataCup2022/S2/test/enc/30077.jpg,1
30078,BigDataCup2022/S2/test/input/30078.jpg,BigDataCup2022/S2/test/enc/30078.jpg,0
30079,BigDataCup2022/S2/test/input/30079.jpg,BigDataCup2022/S2/test/enc/30079.jpg,0
30080,BigDataCup2022/S2/test/input/30080.jpg,BigDataCup2022/S2/test/enc/30080.jpg,1
30081,BigDataCup2022/S2/test/input/30081.jpg,BigDataCup2022/S2/test/enc/30081.jpg,0
30082,BigDataCup2022/S2/test/input/30082.jpg,BigDataCup2022/S2/test/enc/30082.jpg,1
30083,BigDataCup2022/S2/test/input/30083.jpg,BigDataCup2022/S2/test/enc/30083.jpg,1
30084,BigDataCup2022/S2/test/input/30084.jpg,BigDataCup2022/S2/test/enc/30084.jpg,0
30085,BigDataCup2022/S2/test/input/30085.jpg,BigDataCup2022/S2/test/enc/30085.jpg,0
30086,BigDataCup2022/S2/test/input/30086.jpg,BigDataCup2022/S2/test/enc/30086.jpg,0
30087,BigDataCup2022/S2/test/input/30087.jpg,BigDataCup2022/S2/test/enc/30087.jpg,1
30088,BigDataCup2022/S2/test/input/30088.jpg,BigDataCup2022/S2/test/enc/30088.jpg,0
30089,BigDataCup2022/S2/test/input/30089.jpg,BigDataCup2022/S2/test/enc/30089.jpg,1
30090,BigDataCup2022/S2/test/input/30090.jpg,BigDataCup2022/S2/test/enc/30090.jpg,1
30091,BigDataCup2022/S2/test/input/30091.jpg,BigDataCup2022/S2/test/enc/30091.jpg,0
30092,BigDataCup2022/S2/test/input/30092.jpg,BigDataCup2022/S2/test/enc/30092.jpg,1
30093,BigDataCup2022/S2/test/input/30093.jpg,BigDataCup2022/S2/test/enc/30093.jpg,0
30094,BigDataCup2022/S2/test/input/30094.jpg,BigDataCup2022/S2/test/enc/30094.jpg,0
30095,BigDataCup2022/S2/test/input/30095.jpg,BigDataCup2022/S2/test/enc/30095.jpg,1
30096,BigDataCup2022/S2/test/input/30096.jpg,BigDataCup2022/S2/test/enc/30096.jpg,0
30097,BigDataCup2022/S2/test/input/30097.jpg,BigDataCup2022/S2/test/enc/30097.jpg,0
30098,BigDataCup2022/S2/test/input/30098.jpg,BigDataCup2022/S2/test/enc/30098.jpg,0
30099,BigDataCup2022/S2/test/input/30099.jpg,BigDataCup2022/S2/test/enc/30099.jpg,0
30100,BigDataCup2022/S2/test/input/30100.jpg,BigDataCup2022/S2/test/enc/30100.jpg,1
30101,BigDataCup2022/S2/test/input/30101.jpg,BigDataCup2022/S2/test/enc/30101.jpg,0
30102,BigDataCup2022/S2/test/input/30102.jpg,BigDataCup2022/S2/test/enc/30102.jpg,1
30103,BigDataCup2022/S2/test/input/30103.jpg,BigDataCup2022/S2/test/enc/30103.jpg,1
